num_authors,num_maintainers,num_roles,has_organization,has_license,yanked,has_sdist,has_sig,num_dependencies,has_requires_python,num_releases,days_since_first_release,days_since_last_release,dev_status_level,description_length,num_classifiers,num_project_urls,has_homepage,num_wheel_dists,total_dist_size_kb,package,version,label
1,0,1,0,1,0,1,0,2,0,370,2271,16,1,15546,18,1,1,1,959,copyparty,0.10.12,1
1,0,1,0,1,0,1,0,48,1,209,1870,0,3,6451,8,3,1,1,61623,nautobot,2.2.0,1
0,0,4,0,0,0,1,0,0,0,108,6374,115,0,5744,0,0,0,1,380,joblib,0.11a3,1
1,0,1,0,1,0,1,0,33,0,291,4290,29,3,14043,14,1,1,1,8642,mayan-edms,2.1.11,1
1,0,0,1,1,0,1,0,16,0,755,5534,22,3,2046,27,2,1,2,1997,trytond,4.0.16,1
1,0,3,1,1,0,1,0,42,1,286,4444,37,3,317,17,5,1,1,14637,wagtail,6.0.4,1
1,0,2,0,1,0,1,0,27,1,1069,2596,1,3,4149,11,9,1,1,477,strawberry-graphql,0.227.2,1
1,0,5,0,1,0,1,0,0,0,559,3187,699,0,0,0,1,1,0,434,indy-node,1.6.78,1
1,0,1,0,1,0,1,0,0,0,252,4268,12,3,4382,10,2,1,0,23,alerta-server,4.0.2,1
1,0,2,0,1,0,1,0,15,0,56,4595,769,2,1729,7,1,1,1,337,python-muranoclient,0.5.7,1
1,0,3,0,1,0,1,0,21,1,1565,3875,6,2,1714,8,6,1,1,16288,homeassistant,2021.2.2,1
0,0,2,0,1,0,1,0,0,0,500,1148,6,0,4191,0,1,1,0,168,llama-index,0.5.10,1
1,0,1,0,1,0,1,0,13,1,252,4267,11,3,4378,10,1,1,1,216,alerta-server,6.8.0,1
1,0,2,1,1,0,1,0,0,0,153,2710,14,1,3922,16,1,1,0,15,sqlfluff,0.0.5,1
1,0,1,0,1,0,1,0,0,0,85,5586,133,2,7,7,2,1,0,960,django-grappelli,2.1,1
1,0,3,0,1,0,1,0,0,0,623,7272,31,3,65960,17,2,1,1,1939,setuptools,1.2,1
1,0,2,1,1,0,1,0,0,0,321,7359,6,3,5009,10,1,1,0,5162,sqlalchemy,1.1.18,1
0,0,3,0,0,0,1,0,14,1,311,2171,10,0,5085,0,1,1,1,95,vantage6-node,4.0.0a8,1
1,1,2,0,1,0,1,0,56,1,293,1122,8,0,14041,4,2,1,0,1580,langflow,0.4.20,1
1,0,1,0,0,0,1,0,17,1,64,2057,989,0,2081,2,1,1,1,80,archivy,0.8.4,1
7,0,6,0,0,0,1,0,27,1,658,2606,7,3,14941,12,1,1,1,39927,gradio,3.46.1,1
1,0,4,0,1,0,1,0,0,0,109,5962,0,3,1432,10,2,1,1,1248,scrapy,0.24.1,1
1,0,3,0,1,0,1,0,17,1,1565,3875,6,2,2163,9,6,1,1,5787,homeassistant,0.87.0b5,1
1,0,2,0,1,0,1,0,0,1,577,2759,37,0,14125,2,2,1,0,5891,mindsdb,24.7.2.0,1
1,0,2,0,1,0,1,0,0,0,101,4019,1558,0,20023,0,2,1,1,149,thefuck,3.15,1
0,0,3,0,0,0,1,0,17,1,311,2171,10,0,4853,0,1,1,1,73,vantage6-node,3.4.0,1
1,0,2,0,1,0,1,0,130,1,220,2566,69,2,23707,14,5,1,1,3039,pytorch-lightning,1.5.1,1
1,0,4,0,1,0,1,0,0,0,108,6374,115,3,4066,18,2,1,0,347,joblib,0.6.0b2,1
1,0,6,0,0,0,1,0,7,0,658,2606,7,0,0,0,1,1,1,876,gradio,0.3.5,1
1,1,3,1,0,0,1,0,6,1,172,1977,1,3,4482,14,7,0,1,65,apache-airflow-providers-snowflake,5.5.0,1
0,0,1,0,1,0,1,0,118,1,486,1261,5,0,5674,5,2,1,1,2263,langchain,0.0.252,1
1,0,1,0,1,0,1,0,10,0,8,1850,1798,1,1817,11,1,1,1,21,d8s-urls,0.4.0,1
1,0,5,0,1,0,1,0,0,0,224,6191,14,2,11647,11,2,1,0,427,celery,0.3.20,1
1,0,2,0,0,0,0,0,12,0,22,4148,55,3,448,12,1,1,1,122,topydo,0.11,1
1,0,5,0,1,0,1,0,0,0,559,3187,699,0,9,0,1,1,0,352,indy-node,1.7.0.dev883,1
1,0,0,1,1,0,1,0,6,1,429,5805,1,3,2122,19,6,1,1,17997,django,4.2.16,1
1,0,1,0,1,0,1,0,5,0,143,3945,62,0,843,9,1,1,1,175,python-engineio,3.8.1,1
1,0,2,0,1,0,1,0,0,0,179,3382,1,1,2331,8,1,1,1,14062,pretix,1.5.0,1
1,0,6,1,1,0,1,0,0,0,65,6584,1617,3,598,11,1,1,0,183,py,1.4.21,1
1,1,2,0,1,0,1,0,17,1,1069,2596,1,0,3659,5,3,1,1,127,strawberry-graphql,0.53.4,1
0,0,2,0,1,0,1,0,14,0,500,1148,6,0,4100,0,1,1,1,1109,llama-index,0.8.6,1
0,0,2,0,1,0,1,0,14,0,500,1148,6,0,3883,0,1,1,1,1078,llama-index,0.8.2,1
1,0,1,0,1,0,1,0,8,1,292,2678,34,0,1780,6,1,1,1,159,piccolo,0.10.7,1
1,0,3,0,1,0,1,0,0,0,10,3466,155,2,10,23,1,1,9,4398,brotli,0.5.2,1
1,0,1,0,1,0,1,0,0,0,190,4328,3,3,2757,7,2,1,0,3671,privacyidea,1.5.1.1,1
0,1,8,0,1,0,1,0,14,0,263,3837,21,3,169,12,1,1,1,999,distributed,1.25.2,1
1,0,1,0,1,0,1,0,0,0,1238,3716,1038,0,0,0,1,1,1,16456,sickrage,9.0.39,1
1,1,2,0,1,0,1,0,16,1,1069,2596,1,0,3671,5,3,1,1,119,strawberry-graphql,0.44.12,1
1,0,1,0,1,0,1,0,24,0,14,4793,1276,3,4729,10,1,1,1,12199,wger,2.0,1
0,0,3,0,0,0,1,0,11,1,315,2191,10,0,5233,0,1,1,1,87,vantage6,4.0.2,1
0,0,2,0,1,0,1,0,4,0,270,4028,10,0,2787,0,0,0,17,53515,grpcio,1.0.1rc1,1
1,0,5,0,1,0,1,0,42,1,218,3522,0,3,39260,11,1,1,1,908,transformers,2.5.1,1
1,0,1,0,1,0,1,0,0,0,169,6286,92,2,2927,8,2,1,0,177,pymongo,0.10,1
1,0,1,0,1,0,1,0,15,0,26,3900,120,3,70,16,1,1,2,8874,opencanary,0.6.2,1
0,0,3,0,0,0,1,0,10,1,315,2191,10,0,4853,0,1,1,1,61,vantage6,3.4.0a2,1
0,0,3,1,1,1,1,0,43,1,331,1904,0,3,9236,8,1,1,1,4222,dirac,7.2.32,1
1,0,1,0,1,0,1,0,106,1,1238,3716,1038,0,0,0,1,1,1,28834,sickrage,10.0.11.dev2,1
1,0,2,1,1,0,1,0,0,0,111,4896,48,3,8413,7,2,1,0,5,easybuild,1.6.0,1
0,0,3,1,1,0,1,0,31,1,81,1024,5,0,0,6,2,1,1,155428,vllm,0.5.3.post1,1
1,0,1,0,1,0,1,0,0,0,378,4791,16,3,0,22,1,1,0,1998,nuitka,0.5.29.2,1
1,1,2,0,1,0,1,0,36,1,102,2494,1,2,10542,25,6,1,1,2820,pyload-ng,0.5.0b3.dev75,1
1,0,1,0,0,0,1,0,10,0,153,4272,1,0,657,11,1,1,1,128,oslo-utils,1.9.0,1
1,0,2,1,1,0,1,0,0,0,321,7359,6,3,5009,10,2,1,0,3465,sqlalchemy,0.8.7,1
1,0,0,1,1,0,1,0,15,0,755,5533,21,3,1407,29,2,1,2,2143,trytond,4.8.3,1
0,0,4,0,1,1,0,0,1,1,60,2819,63,3,14284,22,1,1,20,897322,opencv-contrib-python,3.4.11.39,1
1,0,10,1,1,0,1,0,0,0,89,6392,1485,0,89354,6,1,1,0,271,products-atcontenttypes,2.1.19,1
1,0,4,0,1,0,1,0,52,0,67,3892,36,1,3421,14,1,1,1,801,invenio-previewer,1.0.0a7,1
1,0,2,0,1,0,1,0,0,1,577,2759,37,0,12574,2,2,1,0,743,mindsdb,22.8.4.1,1
1,0,1,0,1,0,1,0,0,0,85,6120,298,2,463,20,1,1,1,157,bottle,0.12.17,1
1,0,3,1,1,0,1,0,6,0,82,5030,77,2,9811,10,1,1,1,122,wheel,0.30.0a0,1
1,0,9,0,1,0,1,0,0,1,35,5783,176,3,755,7,1,1,0,82,avro,1.11.1,1
1,0,1,0,1,0,1,0,18,0,140,2082,2,1,1787,12,1,1,1,82,invenio-drafts-resources,0.14.0,1
0,1,8,0,1,0,1,0,24,1,233,4089,22,0,1469,4,1,1,1,3497,dask,2.15.0,1
1,0,4,0,1,0,1,0,0,0,32,6014,3862,0,7,0,2,1,0,17,oauth2,1.5.164,1
1,0,1,0,1,0,1,0,0,0,85,6120,298,2,463,20,1,1,1,157,bottle,0.12.16,1
0,0,4,0,1,1,1,0,0,1,54,2769,63,3,14280,22,1,1,20,743940,opencv-python-headless,4.4.0.42,1
1,0,3,1,1,0,0,0,0,0,29,5337,115,3,2975,8,2,1,1,74,pywps,4.2.1,1
1,0,5,0,1,0,1,0,0,0,559,3187,699,0,0,0,1,1,0,384,indy-node,1.3.59,1
1,0,2,0,1,0,1,0,18,1,1069,2596,1,0,3659,7,3,1,1,156,strawberry-graphql,0.71.2,1
1,0,1,0,1,0,1,0,0,0,30,2965,38,2,5624,12,3,1,26,173802,exiv2,0.16.0,1
1,0,0,1,1,0,1,0,6,0,106,6696,7,3,2452,16,1,1,1,1472,werkzeug,0.14,1
1,0,1,0,0,0,1,0,0,1,40,1312,38,0,5216,3,2,1,1,27,picklescan,0.0.15,1
1,0,2,0,1,0,1,0,0,0,31,4185,913,2,4256,5,2,1,1,113,python-saml,2.2.0,1
1,0,1,1,1,0,1,0,0,0,120,6937,162,3,537,5,1,1,0,6573,ckan,2.7.4,1
1,0,3,0,1,0,1,0,25,1,1565,3874,5,3,1720,8,6,1,1,31289,homeassistant,2022.12.0b3,1
0,0,5,0,1,0,1,0,4,1,227,6558,0,3,6054,13,1,1,1,13832,selenium,4.11.2,1
1,0,2,1,1,0,1,0,0,0,253,6782,0,3,23549,9,1,1,1,3243,virtualenv,12.1.1,1
1,0,2,0,1,0,1,0,0,1,577,2759,37,0,10911,2,2,1,0,123,mindsdb,22.1.4.1,1
1,0,1,0,1,0,1,0,3,0,79,4660,1,1,3741,7,1,1,1,16,json2xml,3.5.0,1
1,0,3,0,1,0,1,0,26,1,1565,3875,6,3,1720,7,6,1,1,33939,homeassistant,2023.3.4,1
1,0,1,0,1,0,1,0,0,0,1238,3716,1038,0,0,0,1,1,1,20662,sickrage,9.2.85,1
1,0,6,0,1,0,1,0,3,1,43,2314,79,0,7221,5,1,1,1,88,apache-iotdb,0.12.0,1
1,0,1,0,1,0,1,0,0,0,190,4328,3,3,2757,7,2,1,0,4201,privacyidea,1.5,1
1,0,4,0,1,0,1,0,62,1,218,2641,7,3,10529,14,7,1,1,1931,bentoml,1.2.2,1
1,0,1,1,1,0,1,0,0,0,153,4474,2,0,1652,18,1,1,4,14036,cryptography,0.2.2,1
1,1,2,0,1,0,1,0,75,1,293,1122,8,0,9141,4,3,1,0,1845,langflow,0.6.3a5,1
1,0,1,0,1,0,1,0,0,0,802,4563,0,3,1459,13,1,1,1,779,netius,1.8.16,1
1,0,3,0,0,0,1,0,26,1,623,7272,31,3,2411,9,2,1,1,3139,setuptools,58.3.0,1
1,0,1,0,1,0,1,0,0,0,111,4134,1,3,2789,7,2,1,0,4514,modoboa,1.6.0,1
1,0,2,0,1,0,1,0,0,1,101,4134,6,2,11160,16,1,1,0,3571,qutebrowser,1.6.1,1
1,0,1,0,1,0,1,0,0,0,91,3913,195,2,748,13,2,1,0,2885,tlslite-ng,0.5.0-beta4,1
1,0,2,0,1,0,1,0,0,0,81,5805,30,0,5229,10,2,1,0,393,tornado,3.2.1,1
1,0,3,0,1,0,1,0,27,1,1565,3874,5,3,1718,7,6,1,1,37506,homeassistant,2023.5.2,1
1,0,1,0,0,0,1,0,14,0,266,1040,417,0,10255,3,1,1,1,56106,lollms,1.1.79,1
0,0,2,0,1,0,1,0,15,0,500,1148,6,0,4238,0,1,1,1,1301,llama-index,0.8.29.post1,1
1,0,1,0,1,0,1,0,25,1,423,901,7,0,8545,0,0,0,1,261,upsonic,0.41.0a1739006911,1
1,0,3,0,0,0,1,0,10,1,248,1025,380,0,10189,3,1,1,1,35,embedchain,0.0.12,1
1,0,1,0,1,0,1,0,0,0,802,4563,0,1,7,7,2,1,0,101,netius,0.4.15,1
1,0,2,0,1,0,1,0,25,0,72,4650,180,3,9411,17,1,1,1,4526,wiki,0.7.3,1
1,0,7,1,1,0,1,0,0,0,202,6390,13,0,8084,9,1,1,0,17,plone,5.1.2,1
1,0,1,0,1,0,1,0,0,0,25,6873,211,3,7,16,2,1,0,1637,feedparser,5.1,1
1,0,3,1,1,0,1,0,0,0,266,3801,7,1,3516,9,1,1,0,349,diffoscope,48,1
0,0,1,0,0,0,1,0,7,1,175,2212,93,3,5061,5,1,1,1,15397,bikeshed,1.0.7,1
1,0,3,0,1,0,1,0,3,0,159,5533,10,3,33464,10,1,1,1,912,requests,2.8.0,1
1,0,1,0,1,0,1,0,0,0,1238,3716,1038,0,1784,0,2,1,1,21706,sickrage,8.1.5,1
1,0,5,1,1,0,1,0,115,0,345,3453,17,0,9826,8,1,1,1,1290,localstack,0.14.0.7,1
1,0,2,0,0,0,1,0,0,0,127,4078,8,0,0,0,1,1,0,28,ajenti-panel,2.1.25,1
1,0,0,1,1,0,1,0,1297,1,282,3256,1,3,28485,12,8,1,1,9972,apache-airflow,2.3.4rc1,1
1,0,3,0,1,0,1,0,5,0,107,5963,92,0,23318,9,1,1,1,230,urllib3,1.12,1
1,0,7,0,0,0,1,0,39,1,78,1535,30,3,9737,11,2,1,1,587,nebari,2024.4.1rc1,1
1,0,2,0,1,0,1,0,18,1,382,4531,0,3,6677,9,1,1,1,3183,flask-appbuilder,2.2.3rc2,1
1,0,2,0,0,0,1,0,0,0,50,4637,1256,0,740,6,1,1,0,266,psiturk,2.3.11,1
0,0,3,0,0,0,1,0,17,1,311,2171,10,0,4853,0,1,1,1,73,vantage6-node,3.4.1a1,1
1,0,11,0,1,1,1,0,28,0,168,3143,15,3,38008,22,5,1,12,134298,snowflake-connector-python,2.7.5,1
1,0,1,0,1,0,1,0,0,1,148,2694,9,3,47762,18,2,1,55,16194,orjson,3.9.4,1
1,0,2,0,1,0,1,0,0,0,382,4531,0,2,2043,7,2,1,0,424,flask-appbuilder,0.3.8,1
1,0,1,0,1,0,1,0,0,0,53,5884,4605,2,5546,8,2,1,0,1266,restkit,2.2.2,1
1,0,3,0,1,0,0,0,3,0,28,4696,1820,3,2329,13,1,1,1,125,libtaxii,1.1.112,1
1,0,9,0,0,0,1,0,4,0,68,6542,7,2,2698,15,1,1,1,607,eventlet,0.27.0,1
0,0,4,0,1,1,1,0,1,0,59,2882,63,3,7591,23,1,1,0,139614,opencv-contrib-python-headless,3.4.0.14,1
1,2,2,0,1,0,1,0,19,1,411,5262,18,2,2980,12,1,1,1,5509,pymatgen,2022.3.24,1
1,0,1,0,1,0,1,0,3,0,183,4329,1214,1,7890,6,1,1,1,288,tripleo-heat-templates,6.0.0.0rc1,1
0,0,1,0,1,0,1,0,11,1,98,853,164,0,1337,6,4,1,1,3817,langchain-community,0.2.13,1
1,0,8,0,1,0,1,0,0,0,154,6372,64,2,10966,4,2,1,0,54,pip,0.6.1,1
0,0,2,0,1,0,1,0,1,1,90,2522,30,0,0,3,1,1,1,73,awsiotsdk,1.5.5,1
1,0,2,0,1,0,1,0,0,0,81,5805,30,0,5379,10,2,1,0,308,tornado,4.0.2,1
1,0,3,1,1,0,1,0,0,0,286,4444,37,3,3666,13,2,1,1,5864,wagtail,1.0rc2,1
1,0,7,0,1,0,1,0,42,0,144,6764,331,3,3624,12,1,1,1,3768,buildbot,0.9.7,1
1,0,6,0,1,0,1,0,0,1,80,2395,29,0,10553,2,2,1,0,24715,apache-superset,1.2.0,1
1,0,1,0,1,0,1,0,0,0,378,4791,16,0,28790,0,2,1,0,1408,nuitka,0.5.13,1
1,0,2,0,1,0,1,0,0,0,200,4532,6,3,2369,11,2,1,1,89,marshmallow,2.0.0a1,1
1,0,3,0,1,0,0,0,0,0,21,3000,269,0,162,11,1,1,12,99399,pywin32,228,1
1,0,1,0,1,0,1,0,12,1,185,1943,1,2,12154,13,3,1,1,253,zenml,0.5.2,1
1,0,5,0,1,0,1,0,0,0,559,3187,699,0,9,0,1,1,0,374,indy-node,1.8.0.dev932,1
1,0,3,0,1,0,0,0,6,0,138,3398,34,2,10,17,1,1,12,446097,tensorflow,1.4.0,1
5,7,2,1,1,0,1,0,63,1,62,1104,33,3,98364,22,9,1,1,1229,litestar,2.12.1,1
2,0,2,0,1,0,1,0,1,0,99,5863,98,3,1445,15,1,1,1,809,gitpython,2.0.3,1
1,0,1,0,1,0,1,0,24,0,536,2375,0,1,1809,10,1,1,1,504,invenio-rdm-records,0.32.4,1
1,0,3,1,1,0,1,0,0,1,266,3801,7,1,4235,11,3,1,0,2643,diffoscope,205,1
1,0,2,0,1,0,1,0,0,1,101,4134,6,2,10267,16,1,1,0,3451,qutebrowser,1.3.1,1
1,0,1,0,1,0,1,0,0,1,423,901,7,0,5446,0,1,1,0,9,upsonic,0.4.9,1
1,0,2,1,1,0,1,0,0,0,77,7039,364,3,1451,8,2,1,0,391,mako,0.7.1,1
1,0,1,0,1,0,1,0,1,0,31,2574,1216,0,0,8,1,1,1,52,ebookmeta,0.10.1,1
1,0,1,0,1,0,1,0,0,0,802,4563,0,3,1459,12,1,1,1,741,netius,1.6.45,1
1,0,1,0,1,0,1,0,9,1,69,3056,19,3,16597,11,1,1,1,1359,apprise,0.7.7,1
1,0,3,0,1,0,1,0,25,0,124,1995,10,0,0,3,1,1,1,541,deepspeed,0.3.1.dev4,1
1,0,1,0,1,0,1,0,25,0,522,2352,0,1,931,9,1,1,1,46,invenio-app-rdm,1.0.0a3,1
1,0,2,0,1,0,0,0,76,0,100,3744,17,0,258,0,2,1,1,24605,indico,1.9.11.dev16,1
1,0,3,0,1,0,1,0,0,0,181,2933,19,1,7674,15,2,1,0,80,tortoise-orm,0.16.1,1
1,0,1,0,1,0,1,0,0,0,802,4563,0,3,1459,14,1,1,1,916,netius,1.16.8,1
1,0,1,0,1,0,1,0,0,0,802,4563,0,3,1459,12,1,1,1,430,netius,1.5.51,1
0,0,1,0,1,0,1,0,21,1,486,1262,6,0,3781,5,2,1,1,262,langchain,0.0.63,1
0,0,1,1,0,0,1,0,1,0,18,2900,395,0,3262,0,0,0,1,12,django-basic-auth-ip-whitelist,0.1.post2,1
1,0,1,0,1,0,0,0,0,0,12,3844,3074,3,7,17,2,1,1,9,pyanyapi,0.5.8,1
0,0,3,0,1,0,1,0,53,0,158,5352,115,3,7812,24,1,1,1,507,autobahn,18.6.1,1
1,0,1,0,0,0,1,0,0,0,31,6363,367,3,491,17,1,1,0,62,django-registration,2.0.3,1
1,0,2,0,1,0,1,0,1,1,64,2708,719,0,2524,6,1,1,1,41,blackduck,0.0.45,1
1,0,1,0,1,0,1,0,9,1,103,2232,35,1,4992,7,2,1,1,51,openapi-python-client,0.4.0,1
1,0,5,0,1,0,1,0,13,1,71,2948,28,3,59128,14,2,1,24,37905,black,23.3.0,1
0,0,1,0,1,0,1,0,95,1,98,853,164,0,1329,6,2,1,1,3445,langchain-community,0.2.0,1
1,0,0,1,1,0,1,0,498,1,282,3257,2,3,24120,11,2,1,1,10939,apache-airflow,1.10.5rc1,1
1,0,2,0,1,0,1,0,0,0,188,3230,3,1,2123,12,1,1,0,19,uvicorn,0.3.25,1
1,0,1,0,1,0,1,0,0,0,378,4791,16,0,28352,0,2,1,0,1376,nuitka,0.5.10.2,1
1,0,6,1,1,0,1,0,0,0,65,6584,1617,3,701,11,2,1,0,221,py,1.4.6,1
1,0,1,0,0,0,1,0,55,1,176,2997,8,0,910,9,1,1,1,16325,neutron,16.4.0,1
1,0,3,0,0,0,1,0,45,1,623,7272,31,3,2484,9,3,1,1,3473,setuptools,67.0.0,1
1,0,2,0,1,0,1,0,0,0,142,4548,65,3,18748,27,2,1,1,365,tqdm,3.7.0,1
1,0,0,1,1,0,1,0,0,0,163,4137,34,3,3760,17,2,1,0,9159,weblate,2.10,1
1,0,4,1,1,0,1,0,17,1,59,6458,17,3,32789,16,4,1,1,696,products-cmfcore,2.5.1,1
1,0,1,0,1,0,1,0,27,1,209,1870,0,2,2006,8,3,1,1,13612,nautobot,1.0.0a1,1
1,0,1,0,1,0,1,0,0,1,51,3701,327,3,1910,17,2,1,29,52598,pycryptodomex,3.10.4,1
1,0,2,0,1,0,1,0,0,0,191,2845,18,1,5368,9,1,1,0,39,starlette,0.9.4,1
1,0,1,0,1,0,1,0,0,0,755,4871,10,3,1137,15,2,1,0,9405,tendenci,5.1.18,1
1,0,2,0,1,0,1,0,0,1,257,5440,45,3,6052,18,1,1,0,17249,salt,3004rc1,1
1,0,5,1,1,0,1,0,35,1,209,3214,16,3,6527,22,1,1,1,13916,dash,2.0.0rc3,1
1,0,1,0,0,0,1,0,0,0,324,2611,1,0,129,0,1,1,0,527,dbt-core,0.14.1,1
1,0,10,0,1,0,1,0,47,1,500,2754,2,3,11387,8,2,1,11,49442,matrix-synapse,1.92.3,1
1,0,5,1,1,0,1,0,0,0,345,3453,17,0,0,7,1,1,0,273,localstack,0.1.9,1
1,0,0,1,1,0,1,0,1182,1,282,3257,2,3,21188,12,8,1,1,9625,apache-airflow,2.2.5rc1,1
1,1,0,1,1,0,1,0,9,1,184,2962,11,0,19179,3,1,1,1,592,poetry,0.6.4,1
1,0,3,0,1,0,1,0,0,0,68,7101,11,3,779,11,2,1,1,2804,pygments,2.1.3,1
1,0,0,1,1,0,1,0,5,1,429,5806,2,3,2284,17,6,1,1,18542,django,5.1.2,1
1,0,3,0,1,0,1,0,0,0,181,2933,19,1,6693,13,1,1,0,154,tortoise-orm,0.10.5,1
1,0,1,0,1,0,1,0,0,0,169,6286,92,2,2927,8,2,1,0,537,pymongo,0.12,1
1,0,5,0,1,0,1,0,0,0,73,6809,532,2,427,6,2,1,0,205,webob,1.0,1
1,0,2,0,1,0,1,0,0,0,60,4675,2990,1,7,6,2,1,0,4,docker-py,0.0.4,1
1,0,1,0,1,0,1,0,28,1,209,1870,0,2,2475,8,3,1,1,13736,nautobot,1.0.0b3,1
2,0,2,0,0,0,1,0,1,1,99,5863,98,3,71,15,1,1,1,860,gitpython,3.1.3,1
1,0,2,0,1,0,1,0,0,0,32,4815,969,0,1762,2,2,1,0,3,django-js-reverse,0.2.0,1
1,0,1,0,1,0,1,0,0,1,185,1943,1,2,10349,5,1,1,0,143,zenml,0.3.6,1
1,0,3,0,1,0,1,0,21,1,1565,3874,5,2,1714,8,6,1,1,19276,homeassistant,2021.8.0b6,1
1,0,1,0,1,0,1,0,0,0,755,4871,10,3,3363,15,2,1,0,18557,tendenci,5.1.409,1
1,0,5,0,1,0,1,0,0,0,141,5526,16,3,7,9,1,1,1,777,djangorestframework,3.1.1,1
1,0,2,0,1,0,1,0,0,1,577,2759,37,0,4839,3,2,1,0,61,mindsdb,1.12.5,1
1,0,1,0,1,1,1,0,0,0,37,6560,358,3,2047,14,1,1,0,45,rsa,4.1.1,1
1,0,1,0,1,0,1,0,0,0,8,5463,5114,3,296,11,1,1,0,565,pyro,3.12,1
1,0,1,0,0,0,1,0,19,1,324,2611,1,3,2603,8,1,1,1,1559,dbt-core,1.0.4,1
1,0,2,0,1,0,1,0,8,1,191,2844,17,1,4295,13,1,1,1,108,starlette,0.19.0,1
1,0,1,0,0,0,1,0,0,0,76,3641,858,3,570,11,1,1,1,2826,transmute-core,1.1.1,1
1,0,1,0,1,0,1,0,0,0,89,4254,109,1,3587,11,2,1,0,289,asyncssh,0.9.1,1
1,0,5,1,1,0,1,0,0,0,209,3215,17,3,2978,24,1,1,0,39,dash,0.39.0,1
1,0,1,0,0,0,1,0,13,0,98,5031,40,0,9812,11,1,1,1,727,python-keystoneclient,1.3.4,1
1,0,1,0,1,0,1,0,0,0,1238,3716,1038,0,1784,0,2,1,1,25555,sickrage,8.0.3,1
1,0,10,0,1,0,1,0,0,1,420,4805,2,3,4943,17,7,1,0,12432,ansible,2.8.17rc1,1
0,0,3,0,0,0,1,0,15,1,311,2171,10,0,9078,0,1,1,1,101,vantage6-node,4.1.1,1
1,0,1,0,1,0,1,0,0,0,63,3875,30,2,806,6,2,1,0,549,motioneye,0.33.2,1
1,0,3,0,1,0,1,0,21,1,1565,3875,6,2,1714,8,6,1,1,19342,homeassistant,2021.8.2,1
1,0,1,0,0,0,1,0,0,0,51,3701,327,2,1898,12,1,1,26,187630,pycryptodomex,3.6.0,1
1,0,1,0,0,0,1,0,89,1,136,2739,7,0,2336,11,1,1,1,14887,nova,21.1.1,1
1,0,2,0,1,0,1,0,0,0,142,4548,65,3,8757,23,2,1,1,313,tqdm,3.1.3,1
1,0,5,0,1,0,1,0,0,0,224,6191,14,3,11576,17,2,1,0,1241,celery,3.1.7,1
1,0,2,0,1,0,1,0,0,1,577,2759,37,0,4575,2,2,1,0,91,mindsdb,2.13.6,1
1,0,2,0,1,0,1,0,0,0,67,4771,180,0,151,14,2,1,0,766,uwsgi,2.0.13.1,1
1,0,3,0,1,0,1,0,21,1,1565,3875,6,2,1714,8,6,1,1,18391,homeassistant,2021.6.0b0,1
1,0,3,0,1,0,1,0,0,0,28,4329,313,0,7,8,2,1,1,7,mechanicalsoup,0.0.3,1
1,0,5,0,1,0,1,0,0,0,224,6191,14,3,12683,13,2,1,1,1808,celery,4.0.0rc7,1
1,0,1,0,0,0,1,0,9,0,76,3642,859,3,686,11,1,1,1,2865,transmute-core,1.12.0,1
1,0,5,1,1,0,1,0,117,0,345,3453,17,0,13582,8,1,1,1,1044,localstack,0.13.3.2,1
1,0,2,0,1,0,1,0,0,1,220,2566,69,0,10459,0,2,1,0,348,pytorch-lightning,0.2,1
1,0,1,0,1,0,1,0,0,0,89,4254,109,1,4685,11,2,1,0,495,asyncssh,1.3.2,1
1,0,1,0,1,0,1,0,5,1,134,916,10,3,2127,22,2,1,1,68,cadwyn,2.2.0,1
1,0,11,0,1,0,1,0,13,0,168,3142,14,3,12564,20,2,1,1,206,snowflake-connector-python,1.4.9,1
1,0,6,0,1,1,1,0,18,1,415,3366,6,0,11770,10,1,1,1,9008,pipenv,2021.11.5.post0,1
1,0,2,1,1,0,1,0,0,0,321,7359,6,3,5502,7,2,1,0,1839,sqlalchemy,0.6.2,1
1,0,4,0,1,0,1,0,0,0,51,6575,554,0,284,0,2,1,0,4629,mailman,3.0.0a5,1
1,0,4,0,1,0,1,0,0,0,114,5949,9,2,3411,7,2,1,0,4726,pandas,0.4.1,1
1,1,2,0,1,0,1,0,59,1,293,1122,8,0,8999,5,3,1,1,14,langflow,1.0.0a48,1
1,0,1,0,0,0,1,0,90,0,136,2740,8,0,2406,10,1,1,1,17204,nova,19.2.0,1
1,0,1,0,1,0,1,0,65,1,755,4871,10,3,947,17,1,1,1,108750,tendenci,11.4.10,1
1,0,1,1,1,0,1,0,4,1,113,2088,33,0,3166,5,2,1,1,81,django-unicorn,0.6.4,1
1,0,3,0,0,0,1,0,2,0,623,7272,31,3,10256,14,1,1,1,1747,setuptools,27.1.2,1
1,0,2,0,1,0,1,0,0,1,577,2759,37,0,17461,2,2,1,0,1608,mindsdb,23.1.3.0,1
1,0,5,0,1,0,1,0,188,1,218,3522,0,3,50384,12,1,1,1,6370,transformers,4.16.1,1
0,1,2,1,1,0,1,0,0,1,144,7069,11,3,540,17,5,1,15,229883,numpy,1.17.1,1
2,0,2,0,1,0,1,0,2,1,99,5863,98,3,71,14,1,1,1,343,gitpython,3.1.18,1
1,0,1,0,0,0,1,0,39,0,106,2750,7,0,951,10,1,1,1,4266,manila,6.3.1,1
